id,word,meaning,category,language
97,soon,Sớm,1000,vi
98,that,cái đó,1000,vi
99,we,chúng tôi,1000,vi
100,why,tại sao,1000,vi
101,able,có thể,1000,vi
102,before,trước,1000,vi
103,but,nhưng,1000,vi
104,clean,dọn dẹp,1000,vi
105,close,đóng,1000,vi
106,dream,mơ,1000,vi
107,eight,tám,1000,vi
108,for,cho,1000,vi
109,hand,tay,1000,vi
110,inside,phía trong,1000,vi
111,now,hiện nay,1000,vi
112,or,hoặc là,1000,vi
113,picture,hình ảnh,1000,vi
114,river,con sông,1000,vi
115,ship,tàu,1000,vi
116,shop,cửa tiệm,1000,vi
117,sit,ngồi,1000,vi
118,table,bàn,1000,vi
119,very,rất,1000,vi
120,write,viết,1000,vi
121,air,không khí,1000,vi
122,black,đen,1000,vi
123,cinema,Rạp chiếu phim,1000,vi
124,daughter,Con gái,1000,vi
125,eat,ăn,1000,vi
126,from,từ,1000,vi
127,good,tốt,1000,vi
128,head,cái đầu,1000,vi
129,cheese,phô mai,1000,vi
130,important,quan trọng,1000,vi
131,land,đất đai,1000,vi
132,money,tiền bạc,1000,vi
133,pay,trả,1000,vi
134,problem,vấn đề,1000,vi
135,run,chạy,1000,vi
136,same,tương tự,1000,vi
137,see,xem,1000,vi
138,send,gửi,1000,vi
139,thing,Điều,1000,vi
140,work,công việc,1000,vi
141,any,bất kì,1000,vi
142,as,như,1000,vi
143,better,tốt hơn,1000,vi
144,cold,lạnh,1000,vi
145,come,đến,1000,vi
146,doctor,Bác sĩ,1000,vi
147,find,tìm thấy,1000,vi
148,game,trò chơi,1000,vi
149,idea,ý tưởng,1000,vi
150,kind,Tốt bụng,1000,vi
151,live (v),trực tiếp,1000,vi
152,make,làm,1000,vi
153,peace,Sự thanh bình,1000,vi
154,popular,phổ biến,1000,vi
155,right,đúng,1000,vi
156,small,nhỏ,1000,vi
157,so,vì thế,1000,vi
158,some,một số,1000,vi
159,there,ở đó,1000,vi
160,wait,chờ đợi,1000,vi
161,again,lần nữa,1000,vi
162,back,trở lại,1000,vi
163,could,có thể,1000,vi
164,document,tài liệu,1000,vi
165,egg,trứng,1000,vi
166,fire,ngọn lửa,1000,vi
167,give,đưa cho,1000,vi
168,chance,cơ hội,1000,vi
169,information,thông tin,1000,vi
170,light,ánh sáng,1000,vi
171,may,có thể,1000,vi
172,often,thường xuyên,1000,vi
173,prefer,thích hơn,1000,vi
174,put,đặt,1000,vi
175,red,đỏ,1000,vi
176,stone,sỏi,1000,vi
177,such,như là,1000,vi
178,think,suy nghĩ,1000,vi
179,understand,hiểu biết,1000,vi
180,visit,chuyến thăm,1000,vi
181,around,xung quanh,1000,vi
182,best,tốt,1000,vi
183,call,gọi,1000,vi
184,cut,cắt,1000,vi
185,dinner,bữa tối,1000,vi
186,down,xuống,1000,vi
187,explain,giải thích,1000,vi
188,get,được,1000,vi
189,interesting,hấp dẫn,1000,vi
190,long,Dài,1000,vi
191,move,di chuyển,1000,vi
192,out,ngoài,1000,vi
193,page,trang,1000,vi
194,reach,chạm tới,1000,vi
195,rest,nghỉ ngơi,1000,vi
196,set,bộ,1000,vi
197,should,Nên,1000,vi
198,stand,đứng,1000,vi
199,time,thời gian,1000,vi
200,up,lên,1000,vi
201,age,tuổi tác,1000,vi
202,because,bởi vì,1000,vi
203,big,to,1000,vi
204,camera,Máy ảnh,1000,vi
205,city,thành phố,1000,vi
206,dress,trang phục,1000,vi
207,evening,tối,1000,vi
208,free,miễn phí,1000,vi
209,have,có,1000,vi
210,ill,tôi sẽ,1000,vi
211,like,giống,1000,vi
212,mother,mẹ,1000,vi
213,old,cũ,1000,vi
214,police,cảnh sát,1000,vi
215,remember,nhớ lại,1000,vi
216,street,đường phố,1000,vi
217,study,học,1000,vi
218,teacher,giáo viên,1000,vi
219,voice,tiếng nói,1000,vi
220,water,Nước,1000,vi
221,also,cũng thế,1000,vi
222,box,cái hộp,1000,vi
223,class,lớp học,1000,vi
224,difficult,khó khăn,1000,vi
225,drive,lái xe,1000,vi
226,food,món ăn,1000,vi
227,great,tuyệt quá,1000,vi
228,happy,vui mừng,1000,vi
229,change,thay đổi,1000,vi
230,juice,Nước ép,1000,vi
231,meet,gặp,1000,vi
232,need,nhu cầu,1000,vi
233,pretty,đẹp,1000,vi
234,quite,khá,1000,vi
235,real,thực tế,1000,vi
236,sad,buồn,1000,vi
237,spring,mùa xuân,1000,vi
238,star,ngôi sao,1000,vi
239,take,lấy,1000,vi
240,yes,Đúng,1000,vi
241,action,hoạt động,1000,vi
242,alone,một mình,1000,vi
243,breakfast,bữa ăn sáng,1000,vi
244,continue,tiếp tục,1000,vi
245,dead,đã chết,1000,vi
246,enjoy,thưởng thức,1000,vi
247,full,đầy,1000,vi
248,garden,vườn,1000,vi
249,house,nhà ở,1000,vi
250,journey,hành trình,1000,vi
251,much,nhiều,1000,vi
252,nothing,không có gì,1000,vi
253,phone,điện thoại,1000,vi
254,price,giá bán,1000,vi
255,result,kết quả,1000,vi
256,sister,em gái,1000,vi
257,sun,mặt trời,1000,vi
258,tell,nói,1000,vi
259,view,lượt xem,1000,vi
260,with,với,1000,vi
261,against,chống lại,1000,vi
262,bus,xe buýt,1000,vi
263,company,Công ty,1000,vi
264,desert (n),Sa mạc,1000,vi
265,expensive,đắt,1000,vi
266,flower,bông hoa,1000,vi
267,green,màu xanh lá,1000,vi
268,church,nhà thờ,1000,vi
269,impossible,Không thể nào,1000,vi
270,leave,rời khỏi,1000,vi
271,month,tháng,1000,vi
272,on,trên,1000,vi
273,plan,kế hoạch,1000,vi
274,possible,khả thi,1000,vi
275,return,trở về,1000,vi
276,save,tiết kiệm,1000,vi
277,sea,biển,1000,vi
278,something,cái gì đó,1000,vi
279,together,cùng với nhau,1000,vi
280,woman,đàn bà,1000,vi
281,anything,bất cứ thứ gì,1000,vi
282,army,quân đội,1000,vi
283,bad,xấu,1000,vi
284,cover,che,1000,vi
285,culture,văn hóa,1000,vi
286,decision,phán quyết,1000,vi
287,example,thí dụ,1000,vi
288,feel,cảm thấy,1000,vi
289,how,làm sao,1000,vi
290,island,Đảo,1000,vi
291,member,thành viên,1000,vi
292,next,kế tiếp,1000,vi
293,position,Chức vụ,1000,vi
294,present (adj),hiện tại,1000,vi
295,record (n),ghi lại,1000,vi
296,sleep,ngủ,1000,vi
297,sweet,ngọt,1000,vi
298,try,thử,1000,vi
299,under,Dưới,1000,vi
300,world,thế giới,1000,vi
301,after,sau,1000,vi
302,bed,Giường,1000,vi
303,buy,mua,1000,vi
304,catch,nắm lấy,1000,vi
305,corner,góc,1000,vi
306,distance,khoảng cách,1000,vi
307,education,giáo dục,1000,vi
308,fast,Nhanh,1000,vi
309,here,đây,1000,vi
310,interest,quan tâm,1000,vi
311,letter,lá thư,1000,vi
312,never,không bao giờ,1000,vi
313,part,phần,1000,vi
314,president,chủ tịch,1000,vi
315,round,tròn,1000,vi
316,several,một số,1000,vi
317,sound,âm thanh,1000,vi
318,story,câu chuyện,1000,vi
319,talk,nói chuyện,1000,vi
320,week,tuần,1000,vi
321,almost,hầu hết,1000,vi
322,bread,bánh mỳ,1000,vi
323,control,điều khiển,1000,vi
324,dear,kính thưa,1000,vi
325,every,mỗi,1000,vi
326,few,vài,1000,vi
327,gold,vàng,1000,vi
328,chief,trưởng phòng,1000,vi
329,invite,mời gọi,1000,vi
330,late,muộn,1000,vi
331,most,phần lớn,1000,vi
332,only,chỉ có,1000,vi
333,product,sản phẩm,1000,vi
334,public,công cộng,1000,vi
335,receive,nhận được,1000,vi
336,sorry,lấy làm tiếc,1000,vi
337,strong,mạnh,1000,vi
338,then,sau đó,1000,vi
339,too,quá,1000,vi
340,way,đường,1000,vi
341,across,băng qua,1000,vi
342,art,nghệ thuật,1000,vi
343,bring,mang đến,1000,vi
344,carry,mang,1000,vi
345,confirm,xác nhận,1000,vi
346,die,chết,1000,vi
347,east,phía đông,1000,vi
348,group,nhóm,1000,vi
349,hope,mong,1000,vi
350,industry,ngành công nghiệp,1000,vi
351,look,nhìn,1000,vi
352,must,phải,1000,vi
353,own,sở hữu,1000,vi
354,personal,cá nhân,1000,vi
355,reason,lý do,1000,vi
356,service,dịch vụ,1000,vi
357,shall,sẽ,1000,vi
358,stay,ở lại,1000,vi
359,their,của chúng,1000,vi
360,wife,người vợ,1000,vi
361,away,xa,1000,vi
362,beautiful,xinh đẹp,1000,vi
363,care,quan tâm,1000,vi
364,cost,Giá cả,1000,vi
365,deep,sâu,1000,vi
366,enough,đủ,1000,vi
367,fight,Đánh nhau,1000,vi
368,garage,nhà để xe,1000,vi
369,into,thành,1000,vi
370,keep,giữ,1000,vi
371,miss,cô,1000,vi
372,other,khác,1000,vi
373,player,người chơi,1000,vi
374,rather,hơn,1000,vi
375,remain,còn lại,1000,vi
376,side,bên,1000,vi
377,south,miền Nam,1000,vi
378,TRUE,sự thật,1000,vi
379,use,sử dụng,1000,vi
380,who,kẻ nào,1000,vi
381,already,đã sẵn sàng,1000,vi
382,become,trở nên,1000,vi
383,cause,nguyên nhân,1000,vi
384,certain,chắc chắn,1000,vi
385,describe,diễn tả,1000,vi
386,dry,khô,1000,vi
387,expect,chờ đợi,1000,vi
388,fact,thực tế,1000,vi
389,hard,cứng,1000,vi
390,include,bao gồm,1000,vi
391,let,để cho,1000,vi
392,moment,chốc lát,1000,vi
393,power,quyền lực,1000,vi
394,provide,cung cấp,1000,vi
395,report,báo cáo,1000,vi
396,seat,ghế,1000,vi
397,single,Độc thân,1000,vi
398,system,hệ thống,1000,vi
399,through,xuyên qua,1000,vi
400,which,cái nào,1000,vi
401,apple,táo,1000,vi
402,blue,màu xanh da trời,1000,vi
403,clock,đồng hồ,1000,vi
404,colour,màu sắc,1000,vi
405,different,khác nhau,1000,vi
406,earth,Trái đất,1000,vi
407,film,phim ảnh,1000,vi
408,glad,vui vẻ,1000,vi
409,hour,giờ,1000,vi
410,just,chỉ,1000,vi
411,love,yêu và quý,1000,vi
412,number,con số,1000,vi
413,pencil,bút chì,1000,vi
414,quick,nhanh chóng,1000,vi
415,rain,mưa,1000,vi
416,simple,đơn giản,1000,vi
417,summer,mùa hè,1000,vi
418,town,thị trấn,1000,vi
419,tree,cây,1000,vi
420,window,cửa sổ,1000,vi
421,address,Địa chỉ,1000,vi
422,building,xây dựng,1000,vi
423,computer,máy vi tính,1000,vi
424,cross,vượt qua,1000,vi
425,desk,bàn,1000,vi
426,ear,tai,1000,vi
427,fish,cá,1000,vi
428,glass,cốc thủy tinh,1000,vi
429,ice,Nước đá,1000,vi
430,key,Chìa khóa,1000,vi
431,minute (n),phút,1000,vi
432,office,văn phòng,1000,vi
433,parent,cha mẹ,1000,vi
434,post,bài đăng,1000,vi
435,rock,đá,1000,vi
436,search,Tìm kiếm,1000,vi
437,sport,thể thao,1000,vi
438,tea,trà,1000,vi
439,valley,thung lũng,1000,vi
440,walk,đi bộ,1000,vi
441,airport,sân bay,1000,vi
442,baby,đứa bé,1000,vi
443,card,Thẻ,1000,vi
444,central,Trung tâm,1000,vi
445,direction,phương hướng,1000,vi
446,dollar,đô la,1000,vi
447,fruit,trái cây,1000,vi
448,gift,quà tặng,1000,vi
449,high,cao,1000,vi
450,illness,ốm,1000,vi
451,milk,Sữa,1000,vi
452,not,không phải,1000,vi
453,piece,cái,1000,vi
454,protect,bảo vệ,1000,vi
455,race,cuộc đua,1000,vi
456,since,từ,1000,vi
457,slow,chậm,1000,vi
458,smile,nụ cười,1000,vi
459,ticket,vé,1000,vi
460,well,tốt,1000,vi
461,accident,Tai nạn,1000,vi
462,blood,máu,1000,vi
463,business,kinh doanh,1000,vi
464,during,suốt trong,1000,vi
465,even,cũng,1000,vi
466,floor,sàn nhà,1000,vi
467,general,chung,1000,vi
468,choose,chọn,1000,vi
469,inform,thông báo,1000,vi
470,little,ít,1000,vi
471,meeting,gặp gỡ,1000,vi
472,order,đặt hàng,1000,vi
473,party,buổi tiệc,1000,vi
474,pink,Hồng,1000,vi
475,reply,Đáp lại,1000,vi
476,snow,tuyết,1000,vi
477,sugar,Đường,1000,vi
478,travel,du lịch,1000,vi
479,virus,vi-rút,1000,vi
480,watch,đồng hồ đeo tay,1000,vi
481,another,khác,1000,vi
482,believe,tin,1000,vi
483,both,cả hai,1000,vi
484,crazy,khùng,1000,vi
485,cup,cốc,1000,vi
486,decide,quyết định,1000,vi
487,ever,không bao giờ,1000,vi
488,field,cánh đồng,1000,vi
489,heart,tim,1000,vi
490,imagine,tưởng tượng,1000,vi
491,line,hàng,1000,vi
492,meat,thịt,1000,vi
493,over,kết thúc,1000,vi
494,pull,kéo,1000,vi
495,ring,nhẫn,1000,vi
496,sell,bán,1000,vi
497,similar,giống,1000,vi
498,speed,tốc độ,1000,vi
499,than,hơn,1000,vi
500,your,của bạn,1000,vi
501,above,ở trên,1000,vi
502,begin,bắt đầu,1000,vi
503,century,kỷ,1000,vi
504,consider,xem xét,1000,vi
505,dangerous,nguy hiểm,1000,vi
506,dark,tối,1000,vi
507,exchange,đổi,1000,vi
508,government,chính quyền,1000,vi
509,hear,Nghe,1000,vi
510,jump,nhảy,1000,vi
511,material,vật chất,1000,vi
512,near,ở gần,1000,vi
513,past,quá khứ,1000,vi
514,produce,sản xuất,1000,vi
515,remove,tẩy,1000,vi
516,secret,bí mật,1000,vi
517,song,bài hát,1000,vi
518,television,Tivi,1000,vi
519,value,giá trị,1000,vi
520,when,khi nào,1000,vi
521,arm,cánh tay,1000,vi
522,behind,phía sau,1000,vi
523,case,trường hợp,1000,vi
524,collect,sưu tầm,1000,vi
525,draw,vẽ tranh,1000,vi
526,examine,xem xét,1000,vi
527,fall,ngã,1000,vi
528,grow,lớn lên,1000,vi
529,immediately,ngay,1000,vi
530,low,Thấp,1000,vi
531,mind,lí trí,1000,vi
532,off,tắt,1000,vi
533,pass,vượt qua,1000,vi
534,radio,Đài,1000,vi
535,shoe,giày,1000,vi
536,station,ga tàu,1000,vi
537,sure,chắc chắn rồi,1000,vi
538,test,kiểm tra,1000,vi
539,usual,bình thường,1000,vi
540,while,trong khi,1000,vi
541,ago,trước đây,1000,vi
542,along,dọc theo,1000,vi
543,bear,chịu,1000,vi
544,condition,tình trạng,1000,vi
545,direct,thẳng thắn,1000,vi
546,edge,cạnh,1000,vi
547,fine,khỏe,1000,vi
548,half,một nửa,1000,vi
549,chicken,thịt gà,1000,vi
550,increase,tăng,1000,vi
551,magazine,tạp chí,1000,vi
552,nature,Thiên nhiên,1000,vi
553,plate,đĩa,1000,vi
554,poor,nghèo,1000,vi
555,respect,sự tôn trọng,1000,vi
556,sharp,nhọn,1000,vi
557,sometimes,đôi khi,1000,vi
558,still,vẫn,1000,vi
559,tall,cao,1000,vi
560,would,sẽ,1000,vi
561,add,thêm vào,1000,vi
562,among,ở giữa,1000,vi
563,built,được xây dựng,1000,vi
564,common,chung,1000,vi
565,depend,tùy theo,1000,vi
566,early,sớm,1000,vi
567,fly,bay,1000,vi
568,happen,xảy ra,1000,vi
569,check,kiểm tra,1000,vi
570,introduce,giới thiệu,1000,vi
571,less,ít hơn,1000,vi
572,mark,dấu,1000,vi
573,patient,kiên nhẫn,1000,vi
574,perhaps,có lẽ,1000,vi
575,rise,tăng lên,1000,vi
576,sense,giác quan,1000,vi
577,short,ngắn,1000,vi
578,state,tiểu bang,1000,vi
579,turn,xoay,1000,vi
580,will,sẽ,1000,vi
581,act,hành động,1000,vi
582,appear,xuất hiện,1000,vi
583,break,phá vỡ,1000,vi
584,course,khóa học,1000,vi
585,court,tòa án,1000,vi
586,discuss,bàn luận,1000,vi
587,effect,hiệu ứng,1000,vi
588,form,hình thức,1000,vi
589,hold,giữ,1000,vi
590,insect,côn trùng,1000,vi
591,mean,nghĩa là,1000,vi
592,once,Một lần,1000,vi
593,purpose,mục đích,1000,vi
594,really,có thật không,1000,vi
595,ride,dap xe,1000,vi
596,situation,tình hình,1000,vi
597,success,sự thành công,1000,vi
598,though,Tuy nhiên,1000,vi
599,upon,trên,1000,vi
600,war,chiến tranh,1000,vi
601,afternoon,buổi chiều,1000,vi
602,busy,bận,1000,vi
603,coffee,cà phê,1000,vi
604,detail,chi tiết,1000,vi
605,especially,đặc biệt,1000,vi
606,finish,hoàn thành,1000,vi
607,ground,đất,1000,vi
608,holiday,ngày lễ,1000,vi
609,choice,sự lựa chọn,1000,vi
610,kitchen,phòng bếp,1000,vi
611,lesson,bài học,1000,vi
612,music,Âm nhạc,1000,vi
613,orange,trái cam,1000,vi
614,perfect (adj),hoàn hảo,1000,vi
615,request,yêu cầu,1000,vi
616,season,Mùa,1000,vi
617,sick,đau ốm,1000,vi
618,tomorrow,Ngày mai,1000,vi
619,welcome,chào mừng,1000,vi
620,yesterday,hôm qua,1000,vi
621,agree,đồng ý,1000,vi
622,bridge,cầu,1000,vi
623,cake,bánh ngọt,1000,vi
624,customer,khách hàng,1000,vi
625,date,ngày,1000,vi
626,enter,đi vào,1000,vi
627,future,Tương lai,1000,vi
628,gentleman,quý ông,1000,vi
629,hair,tóc,1000,vi
630,image,hình ảnh,1000,vi
631,language,ngôn ngữ,1000,vi
632,market,thị trường,1000,vi
633,plane,máy bay,1000,vi
634,private,riêng tư,1000,vi
635,restaurant,nhà hàng,1000,vi
636,size,kích thước,1000,vi
637,sky,bầu trời,1000,vi
638,smart,thông minh,1000,vi
639,thank,cảm tạ,1000,vi
640,weather,thời tiết,1000,vi
641,actor,diễn viên,1000,vi
642,bottle,chai,1000,vi
643,cloth,vải,1000,vi
644,coat,áo choàng ngoài,1000,vi
645,destroy,hủy hoại,1000,vi
646,everywhere,mọi nơi,1000,vi
647,finger,ngón tay,1000,vi
648,guide,hướng dẫn,1000,vi
649,improve,cải tiến,1000,vi
650,knife,dao,1000,vi
651,large,lớn,1000,vi
652,mistake,sai lầm,1000,vi
653,ocean,đại dương,1000,vi
654,plant,cây,1000,vi
655,repeat,nói lại,1000,vi
656,salt,Muối,1000,vi
657,special,đặc biệt,1000,vi
658,teach,dạy,1000,vi
659,uncle,Chú,1000,vi
660,winter,mùa đông,1000,vi
661,angry,bực bội,1000,vi
662,article,bài báo,1000,vi
663,build,xây dựng,1000,vi
664,dirty,dơ bẩn,1000,vi
665,except,ngoại trừ,1000,vi
666,famous,nổi danh,1000,vi
667,gas,khí ga,1000,vi
668,hotel,khách sạn,1000,vi
669,cheap,rẻ,1000,vi
670,interview,phỏng vấn,1000,vi
671,moon,mặt trăng,1000,vi
672,nice,đẹp,1000,vi
673,prepare,chuẩn bị,1000,vi
674,prison,nhà tù,1000,vi
675,rice,cơm,1000,vi
676,seem,hình như,1000,vi
677,skirt,váy,1000,vi
678,strange,lạ lùng,1000,vi
679,train,xe lửa,1000,vi
680,warm,ấm áp,1000,vi
681,account,tài khoản,1000,vi
682,bird,chim,1000,vi
683,cloud,đám mây,1000,vi
684,comfortable,Thoải mái,1000,vi
685,damage,hư hại,1000,vi
686,dust,bụi bặm,1000,vi
687,exercise,tập thể dục,1000,vi
688,favourite,yêu thích,1000,vi
689,hospital,bệnh viện,1000,vi
690,joke,trò đùa,1000,vi
691,message,thông điệp,1000,vi
692,night,đêm,1000,vi
693,paint,Sơn,1000,vi
694,pleasure,vui lòng,1000,vi
695,relationship,mối quan hệ,1000,vi
696,science,khoa học,1000,vi
697,serious,nghiêm trọng,1000,vi
698,spend,tiêu,1000,vi
699,tired,mệt mỏi,1000,vi
700,wrong,Sai lầm,1000,vi
701,amount,lượng,1000,vi
702,bank,ngân hàng,1000,vi
703,brown,nâu,1000,vi
704,crowd,bầy đàn,1000,vi
705,deal,thỏa thuận,1000,vi
706,engine,động cơ,1000,vi
707,follow,theo,1000,vi
708,chocolate,sô cô la,1000,vi
709,individual,cá nhân,1000,vi
710,left,trái,1000,vi
711,meal,bữa ăn,1000,vi
712,oil,dầu,1000,vi
713,pain,đau đớn,1000,vi
714,probably,có lẽ,1000,vi
715,replace,thay thế,1000,vi
716,society,xã hội,1000,vi
717,square,Quảng trường,1000,vi
718,step,bươc,1000,vi
719,temperature,nhiệt độ,1000,vi
720,university,trường đại học,1000,vi
721,accept,Chấp nhận,1000,vi
722,advance,nâng cao,1000,vi
723,bag,túi,1000,vi
724,captain,đội trưởng,1000,vi
725,centre,trung tâm,1000,vi
726,demand,nhu cầu,1000,vi
727,enemy,kẻ thù,1000,vi
728,factory,nhà máy,1000,vi
729,hungry,đói bụng,1000,vi
730,illegal,bất hợp pháp,1000,vi
731,law,pháp luật,1000,vi
732,nose,cái mũi,1000,vi
733,petrol,xăng dầu,1000,vi
734,proud,tự hào,1000,vi
735,responsible,chịu trách nhiệm,1000,vi
736,store,cửa hàng,1000,vi
737,successful,thành công,1000,vi
738,swim,bơi,1000,vi
739,top,hàng đầu,1000,vi
740,win,thắng lợi,1000,vi
741,available,có sẵn,1000,vi
742,boat,thuyền,1000,vi
743,borrow,vay,1000,vi
744,coast,bờ biển,1000,vi
745,cream,kem,1000,vi
746,design,thiết kế,1000,vi
747,expression,biểu hiện,1000,vi
748,farm,nông trại,1000,vi
749,history,lịch sử,1000,vi
750,injure,bị thương,1000,vi
751,map,bản đồ,1000,vi
752,obtain,đạt được,1000,vi
753,peaceful,bình yên,1000,vi
754,practise,thực hành,1000,vi
755,recently,gần đây,1000,vi
756,shape,hình dạng,1000,vi
757,silver,bạc,1000,vi
758,smoke,Khói,1000,vi
759,touch,chạm,1000,vi
760,wash,rửa,1000,vi
761,advantage,lợi thế,1000,vi
762,attack,tấn công,1000,vi
763,butter,bơ,1000,vi
764,club,câu lạc bộ,1000,vi
765,college,trường đại học,1000,vi
766,degree,trình độ,1000,vi
767,escape,bỏ trốn,1000,vi
768,gate,cánh cổng,1000,vi
769,independent,độc lập,1000,vi
770,listen,nghe,1000,vi
771,marry,kết hôn,1000,vi
772,object,vật,1000,vi
773,path,con đường,1000,vi
774,quiet,Yên tĩnh,1000,vi
775,refuse,từ chối,1000,vi
776,subject,môn học,1000,vi
777,supply,cung cấp,1000,vi
778,taste,nếm thử,1000,vi
779,usually,thông thường,1000,vi
780,vegetable,rau,1000,vi
781,arrange,sắp xếp,1000,vi
782,below,phía dưới,1000,vi
783,cigarette,thuốc lá,1000,vi
784,cottage,nhà tranh,1000,vi
785,department,Phòng ban,1000,vi
786,earn,kiếm,1000,vi
787,front,trước mặt,1000,vi
788,gentle,dịu dàng,1000,vi
789,hat,mũ,1000,vi
790,instrument,dụng cụ,1000,vi
791,machine,máy móc,1000,vi
792,newspaper,báo chí,1000,vi
793,parcel,Bưu kiện,1000,vi
794,religion,tôn giáo,1000,vi
795,repair,sửa,1000,vi
796,serve,giao banh,1000,vi
797,shoulder,vai,1000,vi
798,trip,chuyến đi,1000,vi
799,village,làng,1000,vi
800,wall,Tường,1000,vi
801,arrive,đến,1000,vi
802,born,sinh ra,1000,vi
803,clothes,quần áo,1000,vi
804,correct,chính xác,1000,vi
805,double,gấp đôi,1000,vi
806,English,Tiếng Anh,1000,vi
807,forget,quên,1000,vi
808,goal,mục tiêu,1000,vi
809,hate,ghét,1000,vi
810,kill,giết chết,1000,vi
811,last,Cuối cùng,1000,vi
812,main,chủ yếu,1000,vi
813,pair,đôi,1000,vi
814,promise,lời hứa,1000,vi
815,regular,đều đặn,1000,vi
816,somewhere,một vài nơi,1000,vi
817,space,không gian,1000,vi
818,these,những cái này,1000,vi
819,useful,hữu ích,1000,vi
820,without,không có,1000,vi
821,animal,động vật,1000,vi
822,beer,bia,1000,vi
823,calm,điềm tĩnh,1000,vi
824,copy,sao chép,1000,vi
825,dish,món ăn,1000,vi
826,express,bày tỏ,1000,vi
827,foreign,ngoại quốc,1000,vi
828,guess,phỏng đoán,1000,vi
829,husband,người chồng,1000,vi
830,lie,nói dối,1000,vi
831,mine,của tôi,1000,vi
832,opinion,ý kiến,1000,vi
833,passenger,hành khách,1000,vi
834,press,nhấn,1000,vi
835,rule,qui định,1000,vi
836,sign,ký tên,1000,vi
837,support,ủng hộ,1000,vi
838,those,những,1000,vi
839,wonderful,Tuyệt vời,1000,vi
840,year,năm,1000,vi
841,afraid,sợ,1000,vi
842,board,bảng,1000,vi
843,circle,vòng tròn,1000,vi
844,count,đếm,1000,vi
845,death,tử vong,1000,vi
846,discover,khám phá,1000,vi
847,funny,buồn cười,1000,vi
848,guest,khách mời,1000,vi
849,horse,con ngựa,1000,vi
850,lake,hồ nước,1000,vi
851,modern,hiện đại,1000,vi
852,necessary,cần thiết,1000,vi
853,plenty,nhiều,1000,vi
854,profit,lợi nhuận,1000,vi
855,reduce,giảm,1000,vi
856,share,chia sẻ,1000,vi
857,steal,lấy trộm,1000,vi
858,trust,Lòng tin,1000,vi
859,wish,muốn,1000,vi
860,young,trẻ,1000,vi
861,admire,ngưỡng mộ,1000,vi
862,allow,cho phép,1000,vi
863,battle,trận chiến,1000,vi
864,climb,leo,1000,vi
